Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación,Cilindrada
14800000,Peugeot,208,1.6 Active,2018,77200,Gris,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
39060000,Audi,Q2,1.4 Tfsi Sport 150 Cv,2019,80000,Negro,Nafta,5,Automática,1.4,SUV,Quilmes - Bs.As. G.B.A. Sur,1.4
60000000,Volkswagen,Amarok,3.0 V6 Extreme,2024,1000,Gris,Diésel,4,Automática,3.0,Pick-Up,Córdoba - Córdoba,3.0
33900000,Kia,K2500,2.5 Caja,2024,1111,No disponible,Diésel,2,Manual,2.5,No disponible,Capital Federal - Capital Federal,2.5
39500000,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,2024,1000,Azul,Nafta,4,Automática,2.0,Pick-Up,Moreno - Bs.As. G.B.A. Oeste,2.0
31000000,Volkswagen,Tiguan,2.0 Tsi Premium Tiptronic,2020,97000,Azul,Nafta,5,Automática,2.0,SUV,Córdoba - Córdoba,2.0
34720000,Volkswagen,Amarok,2.0 Cd Tdi 140cv Trendline,2022,13000,Azul,Diésel,4,Manual,2.0,Pick-Up,Berazategui - Bs.As. G.B.A. Sur,2.0
13600000,Ford,Ecosport,1.6 Se 110cv 4x2,2013,115000,Plateado,Nafta,5,Manual,1.6,SUV,Avellaneda - Bs.As. G.B.A. Sur,1.6
14000000,Chevrolet,Cruze,1.8 Lt Mt 4 p,2012,85000,Negro,Nafta,4,Manual,1.8,Sedán,Lomas De Zamora - Bs.As. G.B.A. Sur,1.8
44900000,Volkswagen,Amarok,2.0 Cd Tdi 180cv Comfortline At,2024,1000,Azul,Diésel,4,Automática,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
37000000,Toyota,Corolla Cross,2.0 Xli Cvt,2022,42500,Blanco,Nafta,5,Automática,2.0,SUV,Berazategui - Bs.As. G.B.A. Sur,2.0
23900000,Peugeot,207,1.6 Coupe Thp 156cv,2014,69000,Blanco,Nafta,2,Manual,1.6,Coupé,Avellaneda - Bs.As. G.B.A. Sur,1.6
29990000,Volkswagen,Amarok,2.0 Cd Tdi 140cv Trendline,2023,0,Blanco,Diésel,4,Manual,2.0,Pick-Up,Constitución - Santa Fe,2.0
26000000,Fiat,Toro,1.8 170 E-torq Evo Freedom At6,2023,0,Gris,Nafta,4,Automática,1.8,Pick-Up,Capital Federal - Capital Federal,1.8
53500000,Honda,Zr-V,EXT TOURING,2023,0,Blanco,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
15996000,Peugeot,2008,1.6 Allure Tip,2017,114653,Blanco,Nafta,5,Automática,1.6,SUV,San Fernando - Bs.As. G.B.A. Norte,1.6
22940000,Mini,Cooper S,1.6 Hot Pepper,2008,84155,Azul,Nafta,3,Manual,1.6,Hatchback,Chivilcoy - Buenos Aires Interior,1.6
37500000,Jeep,Compass,1.3 T270 Sport,2023,0,Gris,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
35340000,Peugeot,3008,1.6 Gt-line Thp Tiptronic,2019,87018,Blanco,Nafta,5,Automática,1.6,SUV,San Fernando - Bs.As. G.B.A. Norte,1.6
8500000,Volkswagen,Polo,1.6 Comfortline Tiptronic,2023,0,Gris,Nafta,4,Automática,1.6,Sedán,Capital Federal - Capital Federal,1.6
44600000,Jeep,Compass,Serie S,2023,0,Gris,Nafta,5,Automática,1.3L t270,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
26040000,Audi,A3,1.4 Tfsi Sedan Stronic 125cv,2016,102000,No disponible,Nafta,4,Automática,1.4,Sedán,Mar Del Plata - Bs.As. Costa Atlántica,1.4
47120000,Mercedes-Benz,Vito,1.6 111 Cdi Furgon Mixto Aa 114cv,2017,83000,Plateado,Diésel,3,Automática,1.6,Furgón,Capital Federal - Capital Federal,1.6
6820000,Fiat,Cronos,1.3 Drive Mt,2025,666,Negro,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal,1.3
33800000,Nissan,Frontier,2.3 X-Gear + Cd 4X4 At,2021,94000,Blanco,Diésel,4,Automática,2.3,Pick-Up,Vicente López - Bs.As. G.B.A. Norte,2.3
49500000,Ford,Bronco Sport,2.0 Ecoboost 4Wd Wildtrak At8,2024,11000,Blanco,Nafta,5,Automática,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
14500000,Chevrolet,Onix,1.4 Joy Ls 98cv,2017,93600,Blanco,Nafta,5,Manual,1.4,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.4
22890000,Renault,Sandero,1.6 16v Intens,2023,39600,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
11000000,Volkswagen,New Beetle,2.0 Advance At,2009,190000,Negro,Nafta,5,Automática,2.0,Hatchback,Hurlingham - Bs.As. G.B.A. Oeste,2.0
25500000,Volkswagen,Golf,1.4 Comfortline Tsi Dsg,2018,78000,Blanco,Nafta,5,Automática,1.4,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.4
16988000,Chevrolet,Onix,1.4 Ltz At 98cv,2017,90000,Blanco,Nafta,5,Automática,1.4,Hatchback,Moreno - Bs.As. G.B.A. Oeste,1.4
27000000,Volkswagen,T-Cross,1.6 Trendlinde Mt,2020,28000,Azul,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
15500000,Volkswagen,Polo,1.6 Comfortline Tiptronic,2016,99900,Gris,Nafta,4,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
6100000,Citroën,C4,1.6 X Am71,2010,177000,Gris,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
17980000,Citroën,C3,1.6 Vti 115 Urban Trail,2019,108000,Marrón,Nafta,5,Manual,1.6,Hatchback,Berazategui - Bs.As. G.B.A. Sur,1.6
30380000,Audi,A4,2.0 Ambition Tfsi 225cv Multitronic,2016,150000,Blanco,Nafta,4,Automática,2.0,Sedán,Avellaneda - Bs.As. G.B.A. Sur,2.0
29190000,Jeep,Renegade,1.8 Sport At6,2025,500,Negro,Nafta,5,Automática,1.8,SUV,Tigre - Bs.As. G.B.A. Norte,1.8
11500000,Chevrolet,Onix,1.4 Lt 98cv,2016,189800,Plateado,Nafta,5,Manual,1.4,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.4
36000000,Volkswagen,Taos,1.4 250 Tsi Comfortline Tiptronic,2024,7080,Gris,Nafta,5,Automática,1.4,SUV,Vicente López - Bs.As. G.B.A. Norte,1.4
16800000,Renault,Duster,1.6 Ph2 4x2 Privilege,2017,107000,Negro,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
17800000,Chevrolet,Tracker,1.8 Ltz,2018,122900,Blanco,Nafta,5,Manual,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
28900000,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,2022,58000,Plateado,Diésel,4,Manual,2.2,Pick-Up,Tigre - Bs.As. G.B.A. Norte,2.2
17900000,Chevrolet,Onix plus,1.0 Turbo Premier Mt,2020,72400,Plateado,Nafta,4,Manual,1.0,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.0
13516000,Audi,A3,1.4 Tsi Mt 125cv,2011,163000,Gris,Nafta,3,Manual,1.4,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.4
16200000,Chevrolet,Cruze,1.4T 4P LT MT,2016,157415,Violeta,Nafta,4,Manual,1.8,Sedán,Capital Federal - Capital Federal,1.8
39680000,Renault,Master,2.3 L1h1 Aa,2017,1111,Blanco,Eléctrico,3,Manual,2.3,Furgón,Mar Del Plata - Bs.As. Costa Atlántica,2.3
20000000,Fiat,FASTBACK,1.3 T270 At6,2025,1500,Gris,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
3720000,Fiat,Mobi,1.0 Trekking,2025,500,Negro,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
19300000,Peugeot,208,1.6 Allure,2021,75000,Blanco,Nafta,5,Manual,1.6,Hatchback,Pilar - Bs.As. G.B.A. Norte,1.6
33356000,BMW,Serie 3,2.0 328i Sedán Sport 245cv,2013,77000,Gris,Nafta,4,Automática,2.0,Sedán,Del Viso - Bs.As. G.B.A. Norte,2.0
18000000,Volkswagen,Virtus,1.6 Comfortline,2019,95300,Azul,Nafta,4,Manual,1.6,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.6
22000000,Toyota,Yaris,1.5 107cv Xs,2023,39100,Gris,Nafta,5,Manual,1.5,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.5
16500000,Volkswagen,Suran,1.6 Trendline,2017,78000,Blanco,Nafta,5,Manual,1.6,Monovolumen,Quilmes - Bs.As. G.B.A. Sur,1.6
24180000,Kia,Sportage,2.0 Ex 4wd 163cv At,2012,120000,Gris,Nafta,5,Automática,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
17800000,Peugeot,2008,1.6 Allure,2019,65000,Marrón,Nafta,5,Manual,1.6,SUV,San Isidro - Bs.As. G.B.A. Norte,1.6
15996000,Peugeot,408,1.6 Allure Plus Thp 163cv,2015,59000,Gris,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
15996000,Citroën,DS4,1.6 Sport Chic Thp 163cv Tiptronic,2013,93000,Gris,Nafta,5,Automática,1.6,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.6
28291001,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,1.2
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
28937489,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Rojo,Nafta,5,Automática,1.2,SUV,Ushuaia - Tierra Del Fuego,1.2
21500000,Peugeot,2008,1.6 Feline,2020,78500,Marrón,Nafta/GNC,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
17700000,Renault,Captur,2.0 Zen,2018,105000,Gris,Nafta,5,Manual,2.0,SUV,Vicente López - Bs.As. G.B.A. Norte,2.0
28700000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,1.2
22692000,Citroën,C4 Cactus,1.6 Thp 165 At6 Shine,2021,72083,Negro,Nafta,4,Automática,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
22000000,Citroën,C4 Cactus,1.6 Thp 165 At6 Shine,2021,72083,Negro,Nafta,4,Automática,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
17900000,Renault,Duster,1.6 Ph2 4x2 Expression,2020,96000,Gris,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
18900000,Renault,Sandero,1.6 16v Intens Cvt,2021,98716,Azul,Nafta,5,Automática,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
19096000,Nissan,March,1.6 Active 107cv,2020,23000,Plateado,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
23500000,Ford,Ecosport,SE 4X2 FULL MT 1.5,2021,74748,Gris,Nafta,4,Manual,1.5,SUV,Capital Federal - Capital Federal,1.5
29700000,Chevrolet,Trailblazer,2.8 Nueva Ltz Tdci 200cv,2018,207000,Negro,Diésel,5,Automática,2.8,SUV,San Isidro - Bs.As. G.B.A. Norte,2.8
17999999,Volkswagen,Crossfox,1.6 Highline,2016,74000,Rojo,Nafta,5,Manual,1.6,Hatchback,Castelar - Bs.As. G.B.A. Oeste,1.6
40287600,D.S.,DS7 Crossback,2.0 Hdi 180 At So Chic,2021,100000,Blanco,Diésel,5,Automática,2.0,Monovolumen,Tigre - Bs.As. G.B.A. Norte,2.0
17700000,Chevrolet,Onix,1.2 Ls,2023,63000,Gris,Nafta,5,Manual,1.2,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.2
12989900,Volkswagen,Suran,1.6 Trendline 11b,2012,96000,Blanco,Nafta,5,Manual,1.6,Monovolumen,San Isidro - Bs.As. G.B.A. Norte,1.6
20500000,Renault,Sandero Stepway,1.6 16v Zen,2023,23800,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
22900000,Chevrolet,Onix,1.0 Turbo Ltz At,2024,1000,Blanco,Nafta,5,Automática,1.0,Hatchback,Capital Federal - Capital Federal,1.0
33467600,Mercedes-Benz,Clase CLA,2.0 Cla250 Coupe Sport 211cv At,2013,130000,Blanco,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
19000000,Ford,Ecosport,1.5 Se 123cv 4x2 Automática,2018,79000,Rojo,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
18900000,Peugeot,Partner Patagónica,1.6 Hdi Vtc Plus,2017,118000,Blanco,Diésel,4,Manual,1.6,Monovolumen,Berazategui - Bs.As. G.B.A. Sur,1.6
14800000,Renault,Logan,1.6 Privilege 105cv,2018,112000,Plateado,Nafta,4,Manual,1.6,Sedán,Rosario - Santa Fe,1.6
60760000,Volkswagen,Amarok,3.0 Cd Tdi 258Cv V6 Extreme 4X4 At,2024,35000,Dorado,Diésel,4,Automática,3.0,Pick-Up,Tigre - Bs.As. G.B.A. Norte,3.0
18500000,Nissan,March,1.6 Active 107cv,2020,23000,Gris,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
19220000,Ford,Focus III,2.0 Se Plus At6,2017,83000,Gris,Nafta,5,Automática,2.0,Hatchback,Capital Federal - Capital Federal,2.0
49600000,BMW,Serie 2,2.0 220i Sport Lci 184cv Coupé,2019,60000,Gris,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
19803000,Renault,Captur,2.0 Intens,2018,119000,Rojo,Nafta,5,Manual,2.0,SUV,Tigre - Bs.As. G.B.A. Norte,2.0
19803000,Renault,Captur,2.0 Intens,2018,119000,Rojo,Nafta,5,Manual,2.0,SUV,Tigre - Bs.As. G.B.A. Norte,2.0
19800000,Renault,Captur,2.0 Intens,2018,119000,Rojo,Nafta,5,Manual,2.0,SUV,Tigre - Bs.As. G.B.A. Norte,2.0
6000000,Renault,Captur,2.0 Intens,2018,119000,Rojo,Nafta,5,Manual,2.0,SUV,Tigre - Bs.As. G.B.A. Norte,2.0
16107600,Citroën,C3,1.6 Vti 115 Feel,2017,85000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
27000000,Hyundai,Tucson,2.0 16v,2017,53317,Blanco,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal,2.0
34100000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150cv Dsg,2019,69000,Gris,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
19000000,Toyota,Etios,1.5 Sedan Xls At,2022,57000,Blanco,Nafta,4,Automática,1.5,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.5
13640000,Honda,Accord,3.0 Ex-l V6,2007,202000,Gris,Nafta,4,Manual,3.0,Sedán,Pilar - Bs.As. G.B.A. Norte,3.0
13489900,Renault,Kangoo,1.6 Furgon Ph3 Confort 5as Lc,2015,139000,Gris,Nafta,3,Manual,1.6,Furgón,San Isidro - Bs.As. G.B.A. Norte,1.6
16500000,Renault,Kangoo,Ii Express Confort 1.5 Dci,2020,131800,Blanco,Diésel,3,Manual,1.5,Furgón,Vicente López - Bs.As. G.B.A. Norte,1.5
29900000,Citroën,C5 Aircross,1.6 Thp Eat6 Feel Pack,2021,85000,Azul,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
31992000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150Cv 2Wd Dsg,2020,93200,Gris,Nafta,5,Automática,1.4,SUV,Vicente López - Bs.As. G.B.A. Norte,1.4
31000000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150Cv 2Wd Dsg,2020,93200,Gris,Nafta,5,Automática,1.4,SUV,Vicente López - Bs.As. G.B.A. Norte,1.4
13268000,Chevrolet,Prisma,1.4 Lt 98cv,2014,87000,Dorado,Nafta,4,Manual,1.4,Sedán,Capital Federal - Capital Federal,1.4
29450000,Jeep,Renegade,1.8 Sport At6,2023,49700,Gris,Nafta,5,Automática,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
21948000,Renault,Kangoo Ii Express,1.6 Sce Confort,2021,80000,Blanco,Nafta,3,Manual,1.6,Furgón,Esteban Echeverría - Bs.As. G.B.A. Sur,1.6
29636000,Volkswagen,Touareg,3.0 V6 I Elegance 240cv,2013,166000,Negro,Diésel,5,Automática,3.0,SUV,La Plata - Bs.As. G.B.A. Sur,3.0
15996000,Nissan,Versa,1.6 Advance,2019,82900,Rojo,Nafta,4,Manual,1.6,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.6
19592000,Citroën,C4 Cactus,1.6 Vti 115 At6 Feel Pk,2018,76500,Azul,Nafta,5,Automática,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
18476000,Nissan,X-Terra,2.8 Se 4x4,2004,199000,Gris,Diésel,5,Manual,2.8,SUV,Capital Federal - Capital Federal,2.8
7000000,Peugeot,308,1.6 Allure Nav 115cv,2013,123000,Gris,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
33467600,BMW,Serie 1,1.5 118i Sport Line 136cv,2019,128000,Blanco,Nafta,5,Automática,1.5,Hatchback,Capital Federal - Capital Federal,1.5
55676000,Audi,Q3,1.4 Tfsi Stronic 150 Cv,2021,33000,Negro,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
40000000,Volkswagen,Taos,1.4 250 Tsi Highline,2023,34000,Negro,Nafta,5,Automática,1.4,SUV,Pilar - Bs.As. G.B.A. Norte,1.4
9672000,Peugeot,307,1.6 Xt 110cv,2008,202000,Gris,Nafta,5,Manual,1.6,Hatchback,Lomas De Zamora - Bs.As. G.B.A. Sur,1.6
7900000,Citroën,C4 Lounge,1.6 Exclusive 6at Thp 163cv Pack,2013,77000,Blanco,Nafta,4,Automática,1.6,Sedán,Avellaneda - Bs.As. G.B.A. Sur,1.6
17347600,Volkswagen,Fox,Highline,2015,120000,Blanco,Nafta,5,Manual,1.6,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.6
20500000,Fiat,Cronos,1.3 Drive S-design Mt,2023,30000,Rojo,Nafta,4,Manual,1.3,Sedán,Pilar - Bs.As. G.B.A. Norte,1.3
17100000,Peugeot,208,1.6 Allure,2019,106000,Gris,Nafta,5,Manual,1.6,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.6
27156000,Volkswagen,Scirocco,1.4 Tsi 160cv Dsg,2013,100000,Blanco,Nafta,2,Automática,1.4,Coupé,Esteban Echeverría - Bs.As. G.B.A. Sur,1.4
17989900,Fiat,Cronos,1.8 16v Precision,2020,79000,Plateado,Nafta,4,Manual,1.8,Sedán,San Isidro - Bs.As. G.B.A. Norte,1.8
11489900,Citroën,C3 Picasso,1.6 Exclusive 115cv,2014,125000,Plateado,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
18900000,Chevrolet,Cruze II,1.4 Sedan Ltz,2017,65000,Rojo,Nafta,4,Manual,1.4,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.4
42500000,Jeep,Compass,1.3 T270 Limited,2022,14062,Gris,Nafta,5,Automática,1.3,SUV,Córdoba - Córdoba,1.3
24000000,Toyota,Etios,1.5 Sedan Xls At,2022,40000,Blanco,Nafta/GNC,4,Automática,1.5,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.5
15500000,Nissan,Versa,1.6 Advance,2019,82900,Rojo,Nafta,4,Manual,1.6,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.6
10500000,Chevrolet,Classic,1.4 Ls Abs Airbag,2016,93000,Blanco,Nafta/GNC,4,Manual,1.4,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.4
13800000,Fiat,Palio,1.4 ATTRACTIVE 5P L14,2015,93900,Blanco,Nafta,5,Manual,INYECCION MULTI PUNTO,Hatchback,Córdoba - Córdoba,
28500000,Jeep,Renegade,1.8 Sport At6,2023,49700,Gris,Nafta,5,Automática,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
22410000,Honda,CR-V,2.4 Lx 2wd 185cv At,2013,120000,Blanco,Nafta,5,Automática,2.4,SUV,Lanús - Bs.As. G.B.A. Sur,2.4
44516000,BMW,X6,3.0 Xdrive 35i Sportive 306cv,2012,116000,Blanco,Nafta,5,Automática,3.0,SUV,Capital Federal - Capital Federal,3.0
17100000,Renault,Duster,2.0 4x4 Los Pumas 2014,2014,79000,Gris,Nafta,5,Manual,2,SUV,Posadas - Misiones,2
24000000,Ford,Ecosport,1.5 Se 123cv 4x2 Manual,2021,28000,Rojo,Nafta,5,Manual,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
26412000,Nissan,Kicks,1.6 Advance Cvt,2020,70000,Negro,Nafta,5,Automática,1.6,SUV,Berazategui - Bs.As. G.B.A. Sur,1.6
16000000,Citroën,C4 Lounge,1.6 Thp 165 Feel Pack,2018,57000,Blanco,Nafta,4,Manual,1.6,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.6
24500000,Jeep,Renegade,1.8 Sport,2021,60000,Blanco,Nafta,5,Manual,1.8,SUV,Capital Federal - Capital Federal,1.8
16800000,Renault,Duster,1.6 Ph2 4x2 Privilege,2017,107000,Negro,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
24900000,Volkswagen,Polo,1.6 Msi Track,2024,500,Plateado,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
17800000,Chevrolet,Tracker,1.8 Ltz,2018,122900,Blanco,Nafta,5,Manual,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
17900000,Chevrolet,Onix plus,1.0 Turbo Premier Mt,2020,72400,Plateado,Nafta,4,Manual,1.0,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.0
57660000,Toyota,Hilux SW4,2.8 Srx 177cv 4x4 7as At,2021,48300,Gris,Diésel,5,Automática,2.8,SUV,Vicente López - Bs.As. G.B.A. Norte,2.8
17000000,Fiat,Cronos,1.3 Attractive Mt,2022,73200,Gris,Nafta,4,Manual,1.3,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.3
21500000,Peugeot,2008,1.6 Feline,2020,78500,Marrón,Nafta/GNC,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
17700000,Renault,Captur,2.0 Zen,2018,105000,Gris,Nafta,5,Manual,2.0,SUV,Vicente López - Bs.As. G.B.A. Norte,2.0
34720000,Honda,CR-V,2.4 Ex-l 4wd 175cv Cvt,2016,124225,Blanco,Nafta,5,Automática,2.4,SUV,Vicente López - Bs.As. G.B.A. Norte,2.4
13989900,Renault,Sandero Stepway,1.6 Dynamique 105cv,2015,105000,Plateado,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
13489900,Peugeot,3008,1.6 Feline Thp 163cv Tiptronic,2014,124000,Azul,Nafta,5,Automática,1.6,Monovolumen,San Isidro - Bs.As. G.B.A. Norte,1.6
17900000,Renault,Duster,1.6 Ph2 4x2 Expression,2020,96000,Gris,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
19900000,Renault,Captur,1.6 Intens Cvt,2019,85000,Rojo,Nafta,5,Automática,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
15500000,Chevrolet,Onix plus,1.4 Black Edition,2020,87800,Blanco,Nafta,4,Manual,1.4,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.4
12500000,Citroën,C3 Aircross,1.5 Vti 90 Live,2016,56000,Blanco,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
16500000,Chevrolet,Onix,1.4 Black Edition 1.4,2021,45100,Gris,Nafta,5,Manual,1.4,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.4
20500000,Citroën,C3,1.6 16v Vti 115 Feel,2023,46000,Azul,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
31620000,Mini,Cooper,1.5 F55 Pepper Wired 136cv,2018,42000,Celeste,Nafta,5,Manual,1.5,Hatchback,Del Viso - Bs.As. G.B.A. Norte,1.5
37200000,Jeep,Compass,1.3 T270 Longitude Plus At6,2022,97000,Blanco,Nafta,5,Automática,1.3,SUV,Castelar - Bs.As. G.B.A. Oeste,1.3
48990000,Volkswagen,Amarok,3.0 V6 Extreme,2023,74000,Blanco,Diésel,4,Automática,3.0,Pick-Up,Escobar - Bs.As. G.B.A. Norte,3.0
39500000,Jeep,Compass,1.3 T270 Longitude,2022,59750,Blanco,Nafta,5,Automática,1.3,SUV,Córdoba - Córdoba,1.3
20200000,Toyota,Etios,1.5 Sedan Xls,2019,57388,Plateado,Nafta,4,Manual,1.5,Sedán,Río Primero - Córdoba,1.5
11489900,Renault,Sandero Stepway,1.6 Rip Curl 105cv,2012,145000,Plateado,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
38500000,Volkswagen,Taos,1.4 250 Tsi Comfortline Tiptronic,2024,700,Dorado,Nafta,5,Automática,1.4,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.4
20150000,Toyota,Etios,1.5 Sedan Xls At,2022,61000,Blanco,Nafta,4,Automática,1.5,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.5
18900000,Renault,Kangoo,1.5 Furgon Ph3 Confort 5as Lc,2018,97300,Gris,Diésel,3,Manual,1.5,Furgón,Berazategui - Bs.As. G.B.A. Sur,1.5
24676000,Volkswagen,T-Cross,1.6 Comfortline Mt,2019,62000,Azul,Nafta,5,Manual,1.6 MSI Nafta,SUV,Tigre - Bs.As. G.B.A. Norte,1.6
22196000,Peugeot,208,1.6 Active,2021,52184,Blanco,Nafta,5,Manual,1.6,Hatchback,San Fernando - Bs.As. G.B.A. Norte,1.6
7500000,Volkswagen,Gol Trend,1.6 Serie 101cv 5p,2018,58000,Negro,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
14489900,Chevrolet,Onix,1.4 Joy Ls 98cv,2017,79000,Negro,Nafta,5,Manual,1.4,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.4
17980000,Volkswagen,Virtus,1.6 Comfortline,2019,130000,Gris,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
14000000,Toyota,Etios,1.5 Xls,2015,108000,Azul,Nafta,5,Manual,1.5,Hatchback,La Matanza - Bs.As. G.B.A. Oeste,1.5
14000000,Citroën,C4 Lounge,1.6 Tendence Hdi 115cv,2015,99000,Gris,Diésel,4,Manual,1.6,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.6
12500000,Fiat,Mobi,1.0 Way,2017,100000,Azul,Nafta,5,Manual,1.0,Hatchback,La Matanza - Bs.As. G.B.A. Oeste,1.0
20956000,Jeep,Renegade,1.8 Sport,2017,102500,Blanco,Nafta,5,Manual,1.8,SUV,San Fernando - Bs.As. G.B.A. Norte,1.8
